cohort,total_patients,measurement,driver,total_driver_events,covariate,est,se,pval,correlation_ATRX,correlation_POT1,correlation_TERT,total_ATRX,total_POT1,total_TERT,total_cooccurrence_ATRX,total_cooccurrence_POT1,total_cooccurrence_TERT,frac_cooccurrence_ATRX,frac_cooccurrence_POT1,frac_cooccurrence_TERT,colors,main_driver,min_p
Small bowel/intestine,82,purity_svTMB,UBR5,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0779476007463999,0.131641830250487,0.555528543363004,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,7.84111671329024e-67
Soft tissue GST,82,teal_final_ratio,ARID1B,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0264568299304526,0.0497069736590423,0.596143301354342,-0.03,0.56,0.26,1,2,2,0,2,1,0,1,0.5,Non-Signficant,MUTATION,3.94985957536403e-82
Small bowel/intestine,82,purity_svTMB,ATM,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0749299039107577,0.144585421049519,0.60579655442056,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.44872097687141e-07
Small bowel/intestine,82,purity_svTMB,PTEN,3,+ as.factor(biopsy) + purity + purity_ploidy,0.141644317461813,0.274304469209847,0.607090905204065,-0.02,-0.02,0.26,1,1,4,0,0,1,0,0,0.25,Non-Signficant,DELETION,1.53912246146817e-21
Soft tissue GST,82,purity_svTMB,DEPDC5,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0185356664942847,0.0363541778072277,0.611664468866742,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,1.5249127686782e-06
Small bowel/intestine,82,teal_final_ratio,RB1,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.0409227039097638,0.0820733082920803,0.619493079711233,-0.03,-0.03,-0.05,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,3.53700642283291e-40
Small bowel/intestine,82,teal_final_ratio,ARID1A,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0395653616921197,0.079415062644198,0.61977490098166,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,3.61799512382306e-06
Soft tissue GST,82,teal_final_ratio,DEPDC5,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0087676387043018,0.0182750129449564,0.632812334311704,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,1.5249127686782e-06
Soft tissue GST,82,teal_final_ratio,CDKN2C,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.0121126339655116,0.025394361454917,0.634781112219539,-0.03,-0.04,-0.04,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,2.1782207677856e-06
Soft tissue GST,82,purity_svTMB,CDKN2C,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0239320954655976,0.0505277948325419,0.637149483912368,-0.03,-0.04,-0.04,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,2.1782207677856e-06
Soft tissue GST,82,teal_final_ratio,CYLD,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0350851423076626,0.0767174042154135,0.648773982170186,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,0.000131124211629559
Small bowel/intestine,82,teal_final_ratio,CDKN2A,9,+ as.factor(biopsy) + purity + purity_ploidy,0.0362827365643438,0.0795148444574235,0.649474570808876,0.32,-0.04,0.28,1,1,4,1,0,2,1,0,0.5,Non-Signficant,DELETION,7.941034785575e-11
Small bowel/intestine,82,teal_final_ratio,SMAD2,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0225202714816592,0.0499118043858063,0.653129301194049,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,9.2866115275672e-22
Soft tissue GST,82,purity_svTMB,ARID1A,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.0830383185355331,0.194985836576514,0.671439816472937,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,3.61799512382306e-06
Small bowel/intestine,82,teal_final_ratio,PSIP1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0181334799985139,0.0448044198126348,0.68681634451395,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.48783437658259e-13
Soft tissue GST,82,teal_final_ratio,GNAQ,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00711262528009172,0.017630819111587,0.68780259143464,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,7.0452697341404e-05
Small bowel/intestine,82,teal_final_ratio,KMT2B,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0173144242083392,0.044725209038484,0.699742684137184,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,4.21273355240424e-06
Soft tissue GST,82,teal_final_ratio,LRP1B,7,+ as.factor(biopsy) + purity + purity_ploidy,-0.0109971868606778,0.0298248879723803,0.713385421450795,-0.03,-0.05,-0.05,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,4.99711022733056e-20
Soft tissue GST,82,purity_svTMB,NF1,8,+ as.factor(biopsy) + purity + purity_ploidy,-0.0392241455291047,0.106755283416193,0.714353651866949,-0.04,-0.05,-0.05,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.89997433130418e-76
Soft tissue GST,82,teal_final_ratio,ATM,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0258858280716816,0.0718283327066055,0.71958614740983,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.44872097687141e-07
Small bowel/intestine,82,teal_final_ratio,MACROD2,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0168059653557747,0.0473520420447673,0.723636047109625,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,3.69931966325796e-23
Soft tissue GST,82,teal_final_ratio,BRIP1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.021450063764465,0.0609560467092029,0.725917914713569,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,5.61153397212942e-71
Soft tissue GST,82,purity_svTMB,ERBB4,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0596677339153602,0.177671447180071,0.737947991881885,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.11966974621437e-134
Small bowel/intestine,82,teal_final_ratio,ZNF217,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0174179930090647,0.0524039194862996,0.740517670564832,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,9.90669962291938e-48
Small bowel/intestine,82,purity_svTMB,CDH1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0568600680307472,0.189028306638506,0.764386955165,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.23776556054334e-07
Soft tissue GST,82,teal_final_ratio,CREBBP,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0224042057163271,0.0751567500377488,0.76646244943531,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,2.62448147796843e-35
Soft tissue GST,82,purity_svTMB,NCOR1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.040316389505774,0.137741915713026,0.770574333410874,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,7.69000206528609e-26
Small bowel/intestine,82,teal_final_ratio,RNF43,8,+ as.factor(biopsy) + purity + purity_ploidy,0.0101531946355935,0.0351618199750466,0.77355406826451,0.34,-0.04,-0.07,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,3.83693742451777e-31
Small bowel/intestine,82,teal_final_ratio,GNAS,4,+ as.factor(biopsy) + purity + purity_ploidy,0.00943891879607128,0.0339209503570015,0.781566739587467,-0.03,-0.03,-0.05,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,6.92326027797674e-11
Soft tissue GST,82,teal_final_ratio,KIT,63,+ as.factor(biopsy) + purity + purity_ploidy,0.00523176045892226,0.0190291844198027,0.784133481365702,0.06,0.09,0.09,1,2,2,1,2,2,1,1,1,Non-Signficant,MUTATION,2.72793235493058e-06
Small bowel/intestine,82,teal_final_ratio,NF1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0261951561316569,0.0980058991972077,0.789976466036646,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.89997433130418e-76
Small bowel/intestine,82,teal_final_ratio,ERBB4,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0222950424977732,0.0849058533646242,0.793580599583831,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,1.11966974621437e-134
Small bowel/intestine,82,purity_svTMB,MACROD2,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0308837283328434,0.121103598706935,0.799397203958118,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,3.69931966325796e-23
Small bowel/intestine,82,teal_final_ratio,CTNNB1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0138757143380763,0.0594331966354414,0.816026173435893,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,7.07990987657753e-17
Small bowel/intestine,82,purity_svTMB,BCOR,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0213369324425404,0.0935228849239321,0.820144956582598,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.69344832003536e-06
Soft tissue GST,82,purity_svTMB,CDC73,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0216338379918755,0.110259497304,0.844984894642879,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.83172745795501e-48
Small bowel/intestine,82,teal_final_ratio,CCND2,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00780964593539349,0.0414278458015844,0.850977781427187,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.37054065169879e-13
Small bowel/intestine,82,teal_final_ratio,CDK4,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00987256259818536,0.0524995306520102,0.851338268669481,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,9.54493737289053e-103
Small bowel/intestine,82,teal_final_ratio,NIPBL,2,+ as.factor(biopsy) + purity + purity_ploidy,0.0131453178439212,0.0699031290218618,0.851338268669481,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.61914418604042e-77
Soft tissue GST,82,teal_final_ratio,ERBB4,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0167545699717075,0.0893431800712262,0.851757973948199,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.11966974621437e-134
Soft tissue GST,82,purity_svTMB,PDGFRA,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0113582422702384,0.0629970896536153,0.857411557345439,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,3.03361484297278e-18
Small bowel/intestine,82,teal_final_ratio,BCOR,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00590664758768447,0.036588756599824,0.872180442883652,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.69344832003536e-06
Small bowel/intestine,82,teal_final_ratio,JAK1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00830224218428049,0.053109218238601,0.876192195050449,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,2.62941736693062e-19
Small bowel/intestine,82,purity_svTMB,ARID1A,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0285503266017593,0.203328876342354,0.888703970190759,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,3.61799512382306e-06
Soft tissue GST,82,purity_svTMB,GNAQ,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00475665905482037,0.0351139314243067,0.892613166776251,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,7.0452697341404e-05
Small bowel/intestine,82,teal_final_ratio,CDH10,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00645967855677182,0.0483477286060495,0.894065143528133,0.7,-0.02,-0.04,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,4.92611041443599e-19
Small bowel/intestine,82,teal_final_ratio,ERBB2,4,+ as.factor(biopsy) + purity + purity_ploidy,0.00791649080577301,0.0601345355513391,0.895611927403999,-0.03,-0.03,0.21,1,1,4,0,0,1,0,0,0.25,Non-Signficant,AMPLIFICATION,1.98626799762274e-27
Soft tissue GST,82,purity_svTMB,CYLD,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0189028642473498,0.15284303495629,0.901907907462681,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,0.000131124211629559
Small bowel/intestine,82,teal_final_ratio,ZNRF3,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00760026545683515,0.0640016221906589,0.905785842546921,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,2.43656397902492e-59
Small bowel/intestine,82,teal_final_ratio,ERBB3,5,+ as.factor(biopsy) + purity + purity_ploidy,0.00236896421947452,0.0204706152632086,0.908175636723152,-0.03,-0.03,0.18,1,1,4,0,0,1,0,0,0.25,Non-Signficant,MUTATION,0.000175377526636036
Soft tissue GST,82,purity_svTMB,CCSER1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0104550114672102,0.0924709041025043,0.910286999555396,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,DELETION,1.21035584895005e-21
Small bowel/intestine,82,teal_final_ratio,CDH1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00799197351784847,0.0739788212074537,0.914256149202775,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,1.23776556054334e-07
Soft tissue GST,82,purity_svTMB,LZTR1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00597381655233744,0.0628714268415019,0.924558627510686,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,9.20083599033346e-15
Small bowel/intestine,82,teal_final_ratio,PTEN,3,+ as.factor(biopsy) + purity + purity_ploidy,0.00844363919600587,0.107480903646369,0.937589527844303,-0.02,-0.02,0.26,1,1,4,0,0,1,0,0,0.25,Non-Signficant,DELETION,1.53912246146817e-21
Small bowel/intestine,82,teal_final_ratio,UBR5,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00388566941789291,0.0516098617425742,0.94018238022999,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,MUTATION,7.84111671329024e-67
Soft tissue GST,82,teal_final_ratio,FOXP1,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00478518371345035,0.0664258661886036,0.942766049448472,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,7.4573332102344e-37
Small bowel/intestine,82,teal_final_ratio,TCF12,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00311130363186611,0.0658146616234462,0.962419082147915,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,3.79770314969941e-92
Small bowel/intestine,82,teal_final_ratio,RAD51B,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00334933333521952,0.0890679991114237,0.970101838218201,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,6.92639604504353e-144
Soft tissue GST,82,teal_final_ratio,GRIN2A,3,+ as.factor(biopsy) + purity + purity_ploidy,0.00182659474122097,0.0488701803865219,0.970285482579399,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,2.47643212326059e-39
Small bowel/intestine,82,teal_final_ratio,SMAD4,9,+ as.factor(biopsy) + purity + purity_ploidy,0.00060743317372218,0.0509874673851079,0.990525939362728,0.32,-0.04,-0.08,1,1,4,1,0,0,1,0,0,Non-Signficant,MUTATION,3.71655932933584e-05
Small bowel/intestine,82,teal_final_ratio,FHIT,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.000466976196560401,0.0730509295719603,0.994916328226822,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,DELETION,6.32696667464287e-61
Soft tissue GST,82,teal_final_ratio,CDC73,2,+ as.factor(biopsy) + purity + purity_ploidy,0.000338870280534582,0.0554300251565135,0.995138631308159,-0.02,-0.03,-0.03,1,2,2,0,0,0,0,0,0,Non-Signficant,MUTATION,1.83172745795501e-48
Small bowel/intestine,82,teal_final_ratio,MDM2,3,+ as.factor(biopsy) + purity + purity_ploidy,0.000121084715528566,0.0560433224687727,0.998281788538014,-0.02,-0.02,-0.04,1,1,4,0,0,0,0,0,0,Non-Signficant,AMPLIFICATION,1.67953318338217e-129
Endometrium/uterus,80,teal_final_ratio,POT1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.348097024580871,0.036338932335095,1.54003873394148e-14,-0.02,,-0.03,1,,3,0,,0,0,,0,Positive (p < .1),MUTATION,8.29137557522348e-83
Endometrium/uterus,80,teal_final_ratio,MED12,3,+ as.factor(biopsy) + purity + purity_ploidy,0.198220620348842,0.0329658869939277,6.61321570896946e-08,-0.02,0.81,-0.04,1,2,3,0,2,0,0,1,0,Positive (p < .1),MUTATION,6.61321570896946e-08
Endometrium/uterus,80,purity_svTMB,TP53,35,+ as.factor(biopsy) + purity + purity_ploidy,0.563993217603117,0.135544067246808,8.55137718228785e-05,-0.1,-0.14,0.09,1,2,3,0,0,2,0,0,0.67,Positive (p < .1),MUTATION,0
Endometrium/uterus,80,purity_svTMB,CBFB,4,+ as.factor(biopsy) + purity + purity_ploidy,0.311329107397615,0.0762741093871716,0.000113008184964629,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,8.73029219841042e-08
Endometrium/uterus,80,purity_svTMB,PALB2,4,+ as.factor(biopsy) + purity + purity_ploidy,0.157802042889652,0.0411477853972081,0.000264168414774815,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,8.49805384184652e-31
Endometrium/uterus,80,purity_svTMB,MECOM,5,+ as.factor(biopsy) + purity + purity_ploidy,0.165838135901148,0.0471660807153933,0.000757002545874556,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),AMPLIFICATION,2.45769874697825e-29
Endometrium/uterus,80,purity_svTMB,CTNNB1,11,+ as.factor(biopsy) + purity + purity_ploidy,-0.216814919641872,0.0693700753206707,0.00254753983827569,-0.04,-0.06,-0.08,1,2,3,0,0,0,0,0,0,Negative (p < .1),MUTATION,7.07990987657753e-17
Endometrium/uterus,80,purity_svTMB,ARID2,5,+ as.factor(biopsy) + purity + purity_ploidy,0.272946355751726,0.103343541256738,0.0101004028371828,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,1.2208144523711e-15
Endometrium/uterus,80,purity_svTMB,NF1,10,+ as.factor(biopsy) + purity + purity_ploidy,0.282504425095211,0.109849014214737,0.0121534694464664,-0.04,-0.06,-0.07,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,1.89997433130418e-76
Endometrium/uterus,80,purity_svTMB,PTPN13,3,+ as.factor(biopsy) + purity + purity_ploidy,0.292199948347835,0.125012985224933,0.0221658314995015,-0.02,-0.03,-0.04,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,7.91800450137396e-46
Endometrium/uterus,80,purity_svTMB,CCNE1,4,+ as.factor(biopsy) + purity + purity_ploidy,0.211655631744486,0.0971051202445079,0.0325091523057675,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),AMPLIFICATION,6.37619592067711e-54
Endometrium/uterus,80,purity_svTMB,ARID1A,27,+ as.factor(biopsy) + purity + purity_ploidy,-0.170544787511294,0.079196579998951,0.0345875459234793,0.16,-0.11,-0.14,1,2,3,1,0,0,1,0,0,Negative (p < .1),MUTATION,3.61799512382306e-06
Endometrium/uterus,80,purity_svTMB,NF2,3,+ as.factor(biopsy) + purity + purity_ploidy,0.253166230275383,0.118945068848569,0.0366768531136536,-0.02,-0.03,0.31,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),MUTATION,5.28282231457359e-20
Endometrium/uterus,80,purity_svTMB,CDC73,2,+ as.factor(biopsy) + purity + purity_ploidy,0.267116923900321,0.12638314404674,0.0379715753876495,-0.02,-0.03,-0.03,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,1.83172745795501e-48
Endometrium/uterus,80,purity_svTMB,ERBB4,6,+ as.factor(biopsy) + purity + purity_ploidy,0.256294673958144,0.132815874756519,0.0575303006534104,-0.03,-0.05,0.44,1,2,3,0,0,2,0,0,0.67,Positive (p < .1),MUTATION,1.11966974621437e-134
Endometrium/uterus,80,purity_svTMB,CUX1,4,+ as.factor(biopsy) + purity + purity_ploidy,0.212440352370873,0.112820832634744,0.0636861131612367,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,8.30996463781139e-94
Endometrium/uterus,80,purity_svTMB,PIK3R1,11,+ as.factor(biopsy) + purity + purity_ploidy,-0.114397325679407,0.0609936650560853,0.0647144691557873,-0.04,-0.06,0.11,1,2,3,0,0,1,0,0,0.33,Negative (p < .1),MUTATION,5.61752108394048e-05
Endometrium/uterus,80,purity_svTMB,PPP2R1A,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0773028209577055,0.0416994431241988,0.067806566928721,-0.03,-0.05,0.17,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),MUTATION,2.12855163982512e-08
Endometrium/uterus,80,purity_svTMB,PTEN,38,+ as.factor(biopsy) + purity + purity_ploidy,-0.185246165468728,0.100522284972162,0.0694128896954722,0.12,-0.15,-0.06,1,2,3,1,0,1,1,0,0.33,Negative (p < .1),DELETION,1.53912246146817e-21
Endometrium/uterus,80,purity_svTMB,AKT1,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.142452988584425,0.0780532430901613,0.0720807065662732,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Negative (p < .1),MUTATION,0.000316444003854629
Endometrium/uterus,80,purity_svTMB,STAT5B,2,+ as.factor(biopsy) + purity + purity_ploidy,0.160703863066287,0.0881988371267,0.0725413794397104,-0.02,-0.03,-0.03,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,2.57713704982459e-25
Endometrium/uterus,80,purity_svTMB,LRP1B,6,+ as.factor(biopsy) + purity + purity_ploidy,0.15442251355958,0.0848046850430172,0.0727169862288015,-0.03,-0.05,0.19,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),DELETION,4.99711022733056e-20
Endometrium/uterus,80,teal_final_ratio,ZNF703,2,+ as.factor(biopsy) + purity + purity_ploidy,0.160511104026077,0.0882322824703624,0.0729835509230207,-0.02,-0.03,-0.03,1,2,3,0,0,0,0,0,0,Positive (p < .1),AMPLIFICATION,2.16076609642455e-45
Endometrium/uterus,80,purity_svTMB,SMAD3,3,+ as.factor(biopsy) + purity + purity_ploidy,0.201828873741068,0.112922354603556,0.0780359048691686,-0.02,-0.03,0.31,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),DELETION,4.11634834628336e-19
Endometrium/uterus,80,purity_svTMB,RAD51B,6,+ as.factor(biopsy) + purity + purity_ploidy,0.235959503170165,0.132489523466135,0.0790779169900774,-0.03,-0.05,0.19,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),DELETION,6.92639604504353e-144
Endometrium/uterus,80,purity_svTMB,HNRNPA2B1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.146479839707985,0.082506236423311,0.0800034215639852,-0.02,-0.03,-0.03,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,1.7131225112927e-21
Endometrium/uterus,80,purity_svTMB,DMD,9,+ as.factor(biopsy) + purity + purity_ploidy,0.150240423561517,0.086513501928123,0.0866739255530204,-0.04,-0.06,0.14,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),DELETION,5.94198962566073e-51
Endometrium/uterus,80,purity_svTMB,TCF12,2,+ as.factor(biopsy) + purity + purity_ploidy,0.276877626539551,0.159800101620025,0.0873808630284339,-0.02,-0.03,-0.03,1,2,3,0,0,0,0,0,0,Positive (p < .1),DELETION,3.79770314969941e-92
Endometrium/uterus,80,teal_final_ratio,ARID2,5,+ as.factor(biopsy) + purity + purity_ploidy,0.0964259469798011,0.0566985024562313,0.0932599510278343,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,1.2208144523711e-15
Endometrium/uterus,80,teal_final_ratio,PIK3R1,11,+ as.factor(biopsy) + purity + purity_ploidy,-0.0555235567018559,0.0327355197110241,0.0941230018940904,-0.04,-0.06,0.11,1,2,3,0,0,1,0,0,0.33,Negative (p < .1),MUTATION,5.61752108394048e-05
Endometrium/uterus,80,purity_svTMB,ASXL1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.157085508094108,0.0927049207237917,0.0944388652957379,-0.02,-0.03,0.31,1,2,3,0,0,1,0,0,0.33,Positive (p < .1),MUTATION,2.32979921049979e-16
Endometrium/uterus,80,teal_final_ratio,ARHGAP35,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0764125400575576,0.0452145168407362,0.0952943941975136,-0.03,-0.04,-0.05,1,2,3,0,0,0,0,0,0,Positive (p < .1),MUTATION,5.84207516709206e-22
Endometrium/uterus,80,purity_svTMB,SDHC,2,+ as.factor(biopsy) + purity + purity_ploidy,0.145589453941991,0.0870955552620941,0.0988836828760479,-0.02,-0.03,-0.03,1,2,3,0,0,0,0,0,0,Positive (p < .1),DISRUPTION,3.62336654153782e-34
